City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,bouca,6.5105,18.2733,21.23,95,100,1.27,CF,1689979517
291,san luis de la loma,17.2706,-100.8939,30.64,71,45,3.87,MX,1689979517
292,marovoay,-16.1,46.6333,21.67,59,42,3.14,MG,1689979517
293,starozhilovo,54.2254,39.916,11.98,77,14,3.14,RU,1689979517
294,conception bay south,47.4999,-52.9981,25.53,89,25,3.76,CA,1689979259
295,dorado,18.4588,-66.2677,30.1,77,40,5.14,PR,1689979518
296,klyuchi,52.2667,79.1667,18.23,79,96,3.13,RU,1689979518
297,bac lieu,9.285,105.7244,25.13,90,100,4.66,VN,1689979518
298,pacasmayo,-7.4006,-79.5714,21.5,79,58,7.19,PE,1689979518
299,zaozersk,69.4005,32.4476,8.17,85,100,6.77,RU,1689979518
300,dwarka,22.2394,68.9678,27.93,84,100,6.19,IN,1689979518
301,mossel bay,-34.1831,22.146,7.96,65,67,1.06,ZA,1689979518
302,villa regina,-39.1,-67.0667,13.89,43,99,2.68,AR,1689979519
303,chernyshevskiy,63.0128,112.4714,20.34,58,65,1.81,RU,1689979519
304,diano marina,43.9103,8.0793,26.33,84,1,0.45,IT,1689979519
305,hasaki,35.7333,140.8333,26.27,74,10,4.38,JP,1689979519
306,domna,51.8971,113.1573,14.09,67,100,2.0,RU,1689979519
307,shingu,33.7333,135.9833,27.11,72,0,3.12,JP,1689979519
308,sastobe,42.55,70.0,26.94,29,0,4.51,KZ,1689979520
309,kourou,5.1552,-52.6478,25.03,87,47,3.51,GF,1689979520
310,leava,-14.3,-178.1667,27.13,81,36,4.74,WF,1689979520
311,ryotsu-minato,38.0833,138.4333,24.79,82,4,1.6,JP,1689979520
312,quang ngai,15.1167,108.8,25.74,86,90,1.37,VN,1689979521
313,santyoku,37.4406,129.1708,23.99,80,38,3.11,KR,1689979521
314,ebon,4.582,168.6964,25.05,88,100,2.38,MH,1689979521
315,hilo,19.7297,-155.09,27.85,73,75,3.58,US,1689979343
316,kalanchak,46.2562,33.2907,20.46,49,0,1.75,UA,1689979521
317,sao joao da barra,-21.6403,-41.0511,21.05,63,99,4.63,BR,1689979521
318,batticaloa,7.7102,81.6924,26.94,64,100,4.14,LK,1689979371
319,xilin hot,43.9667,116.0333,17.59,76,91,2.43,CN,1689979522
320,mar del plata,-38.0023,-57.5575,20.01,90,75,4.92,AR,1689979522
321,prince rupert,54.3161,-130.3201,18.83,88,100,2.57,CA,1689979229
322,staunton,38.1496,-79.0717,27.64,52,0,4.63,US,1689979522
323,senanga,-16.1167,23.2667,15.89,64,14,2.62,ZM,1689979522
324,broken hill,-31.95,141.4333,8.51,58,3,1.59,AU,1689979523
325,daru,-9.0763,143.2092,25.68,76,96,6.23,PG,1689979523
326,kochubey,44.3861,46.5825,23.04,58,42,2.34,RU,1689979523
327,santa isabel,-23.3156,-46.2214,17.61,96,2,1.09,BR,1689979445
328,san andres,12.5847,-81.7006,30.01,84,40,5.66,CO,1689979523
329,kerikeri,-35.2268,173.9474,12.73,82,45,0.45,NZ,1689979524
330,santiago de cao,-7.9589,-79.2392,23.07,73,75,4.63,PE,1689979524
331,melfort,52.8667,-104.6177,27.07,36,60,6.69,CA,1689979524
332,kapuskasing,49.4169,-82.4331,22.05,43,20,5.14,CA,1689979342
333,acarau,-2.8856,-40.12,26.17,70,2,7.84,BR,1689979525
334,mandali,33.7499,45.5541,33.92,12,0,4.17,IQ,1689979525
335,pagar alam,-4.0167,103.2667,20.32,98,77,0.84,ID,1689979525
336,qazvin,36.2797,50.0049,22.79,60,0,1.03,IR,1689979525
337,preobrazheniye,42.9019,133.9064,21.09,83,54,2.49,RU,1689979525
338,kununurra,-15.7667,128.7333,22.99,38,3,5.66,AU,1689979525
339,ketchikan,55.3422,-131.6461,17.26,94,100,2.57,US,1689979525
340,ulan bator,47.9077,106.8832,15.07,82,75,3.0,MN,1689979482
341,greymouth,-42.4667,171.2,7.46,67,11,3.64,NZ,1689979526
342,qamdo,31.1667,97.2333,2.43,53,0,0.85,CN,1689979526
343,yerofey pavlovich,53.9667,121.9667,17.37,61,100,0.88,RU,1689979526
344,les avirons,-21.2418,55.3394,19.05,83,75,5.66,RE,1689979526
345,sabang,5.8933,95.3214,28.42,74,96,9.38,ID,1689979526
346,biharamulo,-2.6319,31.3089,17.88,40,25,1.61,TZ,1689979526
347,niamey,13.5137,2.1098,26.16,89,0,3.09,NE,1689979467
348,ingeniero guillermo n. juarez,-23.9,-61.85,31.49,23,0,10.06,AR,1689979527
349,hinton,53.4001,-117.5857,17.01,87,85,2.41,CA,1689979527
350,mugia,43.1041,-9.2179,18.84,85,50,8.03,ES,1689979527
351,erenhot,43.6475,111.9767,21.02,63,32,5.05,CN,1689979527
352,kangding,30.0513,101.9603,12.77,77,75,2.43,CN,1689979527
353,kampung tanjung karang,3.4242,101.1849,25.38,86,85,1.43,MY,1689979528
354,tofol,5.3248,163.0078,27.88,83,75,1.54,FM,1689979529
355,uvinza,-5.1036,30.3911,19.71,43,1,1.54,TZ,1689979529
356,nyrob,60.733,56.7202,12.89,98,95,2.94,RU,1689979529
357,le port,-20.9373,55.2919,21.0,92,11,2.45,RE,1689979529
358,balkanabat,39.5108,54.3671,32.54,18,30,2.54,TM,1689979530
359,camargo,27.6667,-105.1667,37.2,13,89,5.75,MX,1689979530
360,dalandzadgad,43.5708,104.425,22.34,42,100,7.83,MN,1689979530
361,konstantinovka,49.6167,127.9833,23.24,33,100,0.75,RU,1689979531
362,bonthe,7.5264,-12.505,25.2,89,100,5.11,SL,1689979531
363,kargopol',61.5071,38.9456,13.02,91,100,5.28,RU,1689979532
364,mont-laurier,46.5501,-75.4993,18.79,97,100,4.76,CA,1689979532
365,jalai nur,49.45,117.7,15.33,95,100,7.26,CN,1689979532
366,calchaqui,-29.8877,-60.287,26.52,45,98,7.08,AR,1689979532
367,namibe,-15.1961,12.1522,17.86,84,77,2.36,AO,1689979532
368,gamba,-2.65,10.0,21.13,87,12,2.41,GA,1689979532
369,morbegno,46.1383,9.57,21.4,79,9,3.25,IT,1689979533
370,burgas,42.5061,27.4678,24.06,88,20,2.57,BG,1689979298
371,chake chake,-5.2459,39.7666,24.56,77,35,5.79,TZ,1689979533
372,mhamid,29.82,-5.72,34.89,10,17,3.81,MA,1689979533
373,talakan,50.3167,130.3667,22.16,49,90,0.03,RU,1689979533
374,leua,48.2156,18.6071,16.2,90,98,0.36,SK,1689979534
375,sijunjung,-0.6876,100.9537,21.39,98,34,0.83,ID,1689979534
376,quincy,42.2529,-71.0023,26.11,78,100,5.66,US,1689979292
377,urengoy,65.9667,78.3667,18.39,77,99,2.88,RU,1689979534
378,saint-philippe,-21.3585,55.7679,20.77,85,71,6.55,RE,1689979534
379,zheleznodorozhnyy,55.7503,38.0042,15.05,67,14,2.76,RU,1689979534
380,mena,51.5217,32.2157,12.48,73,33,2.11,UA,1689979534
381,bayganin,48.6947,55.8742,22.82,36,12,3.52,KZ,1689979534
382,alto araguaia,-17.3147,-53.2153,21.5,41,0,2.14,BR,1689979535
383,slave lake,55.2834,-114.769,24.99,57,0,2.57,CA,1689979535
384,fortuna,40.5982,-124.1573,19.96,84,75,5.66,US,1689979535
385,linyi,35.0631,118.3428,25.26,91,99,2.15,CN,1689979535
386,strathmore,51.0501,-113.3852,30.75,25,76,3.58,CA,1689979535
387,hiratacho,35.4333,132.8167,25.01,88,20,2.57,JP,1689979535
388,monrovia,6.3005,-10.7969,24.83,87,98,5.74,LR,1689979535
389,jiuquan,39.7432,98.5174,22.11,23,73,1.55,CN,1689979535
390,junnar,19.2,73.8833,21.42,97,100,4.45,IN,1689979536
391,anamur,36.0751,32.8369,30.15,46,0,4.04,TR,1689979536
392,tazacorte,28.629,-17.9293,23.54,85,0,9.26,ES,1689979536
393,nikolayevsk-on-amure,53.1406,140.73,22.05,88,100,2.0,RU,1689979536
394,igrim,63.1906,64.4162,15.29,94,85,2.41,RU,1689979536
395,illizi,26.4833,8.4667,32.89,12,0,4.73,DZ,1689979536
396,alibag,18.6411,72.8792,28.04,87,100,6.58,IN,1689979536
397,agapovka,53.2973,59.1348,17.74,67,95,2.19,RU,1689979537
398,moab,38.5733,-109.5498,38.6,11,0,3.9,US,1689979537
399,majuro,7.0897,171.3803,28.98,79,100,2.57,MH,1689979537
400,fabens,31.5023,-106.1586,41.62,13,3,8.4,US,1689979537
401,papao,-17.75,-149.55,27.82,62,8,5.02,PF,1689979537
402,kundiawa,-6.0167,144.9667,20.32,88,89,0.82,PG,1689979537
403,stanley,54.868,-1.6985,12.25,92,20,1.54,GB,1689979537
404,richards bay,-28.783,32.0377,14.9,74,44,5.47,ZA,1689979538
405,corcova,44.7,23.05,20.01,80,76,3.73,RO,1689979538
406,nevel'sk,46.6733,141.8633,19.11,82,62,6.14,RU,1689979538
407,yarega,63.4354,53.5765,13.79,94,74,3.16,RU,1689979538
408,hariana,31.6378,75.8408,27.88,83,100,2.1,IN,1689979538
409,altai,46.3722,96.2583,13.5,57,0,1.0,MN,1689979538
410,sinnar,13.5691,33.5672,30.14,54,80,7.13,SD,1689979538
411,mogocha,53.7333,119.7667,15.75,63,100,1.18,RU,1689979538
412,torghay,49.6339,63.4981,20.76,45,44,3.21,KZ,1689979539
413,wainwright,52.839,-110.8572,26.21,45,6,2.71,CA,1689979539
414,irymple,-34.25,142.1667,7.83,86,4,2.79,AU,1689979539
415,roxas,11.5853,122.7511,24.52,86,84,2.05,PH,1689979539
416,al jaradiyah,16.5795,42.9124,34.72,47,100,3.04,SA,1689979539
417,tralee,52.2704,-9.7026,13.67,96,100,3.93,IE,1689979539
418,vidyayevo,69.3191,32.8049,8.49,83,100,6.92,RU,1689979539
419,puerto lempira,15.2667,-83.7667,29.08,70,40,2.06,HN,1689979540
420,howard springs,-12.497,131.047,22.95,63,16,2.83,AU,1689979540
421,westport,41.1415,-73.3579,28.63,75,0,6.17,US,1689979260
422,cabo san lucas,22.8909,-109.9124,37.01,55,0,5.14,MX,1689979540
423,remire-montjoly,4.9167,-52.2667,25.02,94,0,1.03,GF,1689979540
424,bakchar,57.0186,82.0711,15.18,96,60,2.07,RU,1689979540
425,bolivar,37.6145,-93.4105,26.64,65,92,2.04,US,1689979540
426,rolla,37.9514,-91.7713,24.08,64,40,3.6,US,1689979541
427,moapa valley,36.5805,-114.4703,46.97,7,2,1.95,US,1689979541
428,bilopillya,51.1502,34.3129,14.21,73,78,3.01,UA,1689979541
429,dolores,-36.3132,-57.6792,20.31,81,100,6.36,AR,1689979541
430,bahia blanca,-38.7196,-62.2724,12.68,61,100,0.89,AR,1689979399
431,tshikapa,-6.4167,20.8,24.86,31,87,0.96,CD,1689979541
432,butte,39.6499,-121.5677,38.12,5,0,3.03,US,1689979541
433,dunedin,-45.8742,170.5036,9.33,63,13,2.68,NZ,1689979541
434,yigo village,13.5361,144.8886,28.74,86,75,3.6,GU,1689979541
435,bikenibeu village,1.3673,173.1241,28.98,84,75,2.57,KI,1689979542
436,nouadhibou,20.931,-17.0347,21.99,83,1,6.69,MR,1689979542
437,kilosa,-6.8333,36.9833,19.12,72,57,0.65,TZ,1689979542
438,galliano,29.4422,-90.2992,36.0,56,40,4.12,US,1689979542
439,taunggyi,20.7833,97.0333,17.67,98,74,0.35,MM,1689979542
440,morondava,-20.2833,44.2833,22.25,63,20,3.12,MG,1689979542
441,roma,43.2128,-75.4557,24.17,66,40,7.2,US,1689979542
442,ghat,24.9647,10.1728,31.46,12,0,2.75,LY,1689979542
443,aliade,7.2964,8.487,23.4,95,99,3.55,NG,1689979542
444,lautoka,-17.6167,177.4667,24.92,78,40,2.57,FJ,1689979542
445,moncion,19.4108,-71.1526,30.76,53,99,0.35,DO,1689979543
446,east ballina,-28.8667,153.5833,13.78,68,6,5.1,AU,1689979543
447,juan griego,11.0817,-63.9655,26.88,85,97,6.29,VE,1689979543
448,ponta delgada,37.7333,-25.6667,21.4,88,40,2.06,PT,1689979543
449,zemio,5.0314,25.1361,20.21,94,64,0.4,CF,1689979543
450,qarauyl,48.9451,79.255,19.19,61,51,2.14,KZ,1689979543
451,mont-dore,-22.2833,166.5833,21.11,99,84,4.68,NC,1689979543
452,micheweni,-4.9667,39.8333,24.91,78,31,6.54,TZ,1689979543
453,kirakira,-10.4544,161.9205,27.99,77,98,1.02,SB,1689979544
454,bahia honda,22.9036,-83.1592,31.23,63,34,2.43,CU,1689979544
455,port alfred,-33.5906,26.891,19.38,51,86,8.49,ZA,1689979544
456,saint-pierre,-21.3393,55.4781,20.82,83,75,5.66,RE,1689979544
457,san jose del guaviare,2.5729,-72.6459,23.03,95,92,1.07,CO,1689979544
458,dauphin,51.1494,-100.0502,27.08,44,0,7.2,CA,1689979544
459,sao vicente,-23.9631,-46.3919,21.1,26,12,1.37,BR,1689979544
460,buug,7.7294,123.0598,24.35,91,39,0.28,PH,1689979544
461,wagga wagga,-35.1167,147.3667,5.31,83,0,0.59,AU,1689979544
462,leninsk-kuznetsky,54.6567,86.1737,16.36,86,60,2.54,RU,1689979545
463,todos santos,23.45,-110.2167,29.13,74,0,3.12,MX,1689979545
464,n'dalatando,-9.2978,14.9116,17.22,82,39,1.28,AO,1689979545
465,lensk,60.7253,114.9278,21.03,63,91,3.02,RU,1689979545
466,port hedland,-20.3167,118.5667,18.03,27,0,7.2,AU,1689979545
467,nizhneangarsk,55.7833,109.55,16.02,59,0,1.44,RU,1689979545
468,dogondoutchi,13.6393,4.0287,29.95,51,100,2.7,NE,1689979545
469,los alamos,35.8881,-106.307,31.65,36,0,5.66,US,1689979545
470,benguela,-12.5763,13.4055,19.53,88,36,3.19,AO,1689979545
471,isla mujeres,21.2311,-86.731,27.03,72,69,4.88,MX,1689979304
472,happy valley-goose bay,53.3168,-60.3315,28.17,34,20,6.17,CA,1689979546
473,posse,-14.0931,-46.3694,20.91,57,96,4.85,BR,1689979546
474,howrah,22.5892,88.3103,28.0,89,40,2.57,IN,1689979546
475,yokadouma,3.5167,15.05,21.25,96,99,1.21,CM,1689979546
476,ndago,-4.6,34.35,17.17,60,3,6.73,TZ,1689979546
477,kirkwall,58.9848,-2.9587,8.03,93,20,1.54,GB,1689979500
478,prado,-17.3411,-39.2208,22.25,68,98,5.14,BR,1689979546
479,rauma,61.1272,21.5113,12.02,80,60,1.87,FI,1689979546
480,cheongsong gun,36.4335,129.057,23.79,79,38,1.85,KR,1689979547
481,sinop,41.7711,34.8709,18.25,62,0,1.42,TR,1689979547
482,arraial do cabo,-22.9661,-42.0278,20.92,73,75,6.69,BR,1689979509
483,bloomfield,40.8068,-74.1854,30.37,54,0,5.14,US,1689979547
484,ituango,7.1712,-75.764,19.52,95,100,0.41,CO,1689979547
485,abomey,7.1829,1.9912,23.53,91,99,4.18,BJ,1689979547
486,edson,53.5835,-116.4356,27.08,44,0,5.66,CA,1689979547
487,tevriz,57.509,72.4042,14.06,94,98,2.29,RU,1689979547
488,callao,-12.0667,-77.15,23.18,68,75,4.63,PE,1689979547
489,salaga,8.5508,-0.5188,23.65,91,75,2.04,GH,1689979548
490,revda,56.801,59.9303,11.37,90,31,2.46,RU,1689979548
491,medicine hat,50.0501,-110.6683,34.36,24,40,2.57,CA,1689979524
492,constitucion,-35.3333,-72.4167,12.88,82,100,4.61,CL,1689979548
493,taiynsha,53.8478,69.7639,14.15,82,22,5.14,KZ,1689979280
494,la'ie,21.6477,-157.9253,28.98,70,70,2.68,US,1689979548
495,cape coast,5.1053,-1.2466,24.44,90,64,5.37,GH,1689979548
496,mogok,22.9167,96.5,19.37,98,99,0.94,MM,1689979548
497,balqash,46.8481,74.995,24.2,36,3,4.12,KZ,1689979548
498,leh,34.1667,77.5833,15.73,70,86,2.4,IN,1689979549
499,vredendal,-31.6683,18.5012,11.17,49,88,1.79,ZA,1689979549
500,sompeta,18.9333,84.6,27.3,89,98,0.55,IN,1689979549
501,port macquarie,-31.4333,152.9167,13.27,59,46,5.89,AU,1689979549
502,shanwei,22.782,115.3475,28.33,83,99,1.63,CN,1689979549
503,rio grande,-32.035,-52.0986,18.86,87,17,6.11,BR,1689979549
504,xiongzhou,25.1167,114.3,27.12,86,99,1.34,CN,1689979549
505,phan rang-thap cham,11.5667,108.9833,25.16,85,100,0.77,VN,1689979549
506,kogalym,62.2654,74.4791,16.81,89,81,2.78,RU,1689979549
507,fort wellington,6.4,-57.6,26.44,82,64,3.52,GY,1689979550
508,ad dabbah,18.05,30.95,33.99,31,86,5.89,SD,1689979550
509,sarny,51.338,26.6019,16.04,74,90,2.11,UA,1689979550
510,regina,50.4501,-104.6178,28.99,34,20,6.17,CA,1689979335
511,floro,61.5996,5.0328,12.98,82,100,2.06,NO,1689979550
512,nemuro,43.3236,145.575,16.27,89,19,5.21,JP,1689979550
513,las lomas,8.4333,-82.4,27.99,91,100,3.58,PA,1689979551
514,tchibanga,-2.85,11.0333,19.62,86,29,1.82,GA,1689979551
515,fale old settlement,-9.3852,-171.2468,28.63,70,94,3.61,TK,1689979551
516,las terrenas,19.311,-69.5428,29.79,72,65,4.88,DO,1689979551
517,thai nguyen,21.5928,105.8442,26.88,94,92,0.72,VN,1689979551
518,banjar,-8.19,114.9675,22.75,88,13,2.18,ID,1689979492
519,horta,38.5333,-28.6333,20.57,92,95,1.71,PT,1689979551
520,plastun,44.7561,136.2939,22.27,72,56,1.84,RU,1689979552
521,dubinino,55.6192,89.0911,15.39,88,50,2.49,RU,1689979552
522,nejo,9.5,35.5,13.76,90,100,0.77,ET,1689979552
523,san felipe,10.3399,-68.7425,24.77,87,100,1.0,VE,1689979552
524,san ignacio de velasco,-16.3667,-60.95,24.22,34,0,1.62,BO,1689979552
525,kuching,1.55,110.3333,27.23,89,20,1.54,MY,1689979306
526,viqueque,-8.8673,126.3658,23.14,73,53,0.24,TL,1689979553
527,isangel,-19.55,169.2667,23.06,68,75,1.03,VU,1689979553
528,thunder bay,48.4001,-89.3168,23.99,49,75,4.12,CA,1689979275
529,ballito,-29.539,31.2144,13.08,76,0,3.6,ZA,1689979553
530,oak hill,37.9723,-81.1487,24.89,63,99,0.89,US,1689979553
531,okhotsk,59.3833,143.3,13.96,90,99,2.0,RU,1689979553
532,sumbe,-11.2061,13.8437,19.8,93,60,2.93,AO,1689979553
533,nelson bay,-32.7167,152.15,12.78,74,62,5.81,AU,1689979553
534,pirot,43.1531,22.5861,22.71,54,21,1.83,RS,1689979554
535,mando,10.7167,6.5667,21.96,89,100,0.46,NG,1689979554
536,butembo,0.15,29.2833,15.57,61,25,1.29,CD,1689979554
537,tan-tan,28.438,-11.1032,20.13,88,1,7.34,MA,1689979554
538,sicuani,-14.2694,-71.2261,12.13,26,0,3.37,PE,1689979554
539,laramie,41.3114,-105.5911,27.2,28,0,7.72,US,1689979305
540,anori,-3.7728,-61.6442,28.0,45,9,1.45,BR,1689979555
541,tomohon,1.3346,124.8392,23.52,88,42,1.76,ID,1689979555
542,kegen,43.0197,79.2203,12.02,82,9,1.98,KZ,1689979280
543,yarmouth,41.7057,-70.2286,24.26,90,100,3.09,US,1689979555
544,kombissiri,12.0656,-1.3375,27.99,66,96,3.9,BF,1689979555
545,urangan,-25.3,152.9,17.81,52,0,5.12,AU,1689979555
546,itumbiara,-18.4192,-49.2153,24.18,47,12,5.18,BR,1689979555
547,kilifi,-3.6305,39.8499,24.26,83,14,7.5,KE,1689979555
548,broome,42.2506,-75.833,23.21,81,75,3.6,US,1689979556
549,mokhsogollokh,61.4681,128.9203,17.41,59,53,4.33,RU,1689979556
550,adrar,20.5022,-10.0711,36.02,11,3,7.32,MR,1689979556
551,morris,40.8334,-74.5329,29.23,65,40,3.09,US,1689979490
552,ust-tsilma,65.441,52.1498,17.35,75,96,1.31,RU,1689979556
553,walvis bay,-22.9575,14.5053,10.61,93,0,3.09,NA,1689979556
554,el fasher,13.6279,25.3494,32.3,34,63,3.56,SD,1689979556
555,sterling,39.0062,-77.4286,29.99,59,75,4.63,US,1689979363
556,puerto baquerizo moreno,-0.9,-89.6,26.55,78,75,4.12,EC,1689979556
557,noosa heads,-26.3833,153.15,16.73,58,0,6.02,AU,1689979557
558,idri,27.5,13.2667,30.4,18,0,3.26,LY,1689979557
559,north bend,43.4065,-124.2243,27.91,77,0,6.69,US,1689979557
560,wamba,8.9333,8.6,23.56,85,99,0.74,NG,1689979557
561,yorkton,51.2167,-102.4677,26.91,39,0,5.66,CA,1689979502
562,dosso,13.049,3.1937,28.8,55,96,0.54,NE,1689979557
563,vilyuysk,63.7553,121.6247,17.98,58,9,0.76,RU,1689979557
564,guider,9.9342,13.9486,25.01,78,67,1.33,CM,1689979558
565,kruisfontein,-34.0033,24.7314,10.61,85,6,3.03,ZA,1689979558
566,red hill,33.9996,-79.2581,34.1,65,83,0.99,US,1689979558
567,olyokminsk,60.3736,120.4264,15.85,92,100,1.1,RU,1689979558
568,liaocheng,36.4439,115.9647,24.74,89,74,3.18,CN,1689979558
569,carmi,38.0909,-88.1587,26.25,61,0,2.06,US,1689979558
570,yelizovo,53.1873,158.3805,19.08,72,0,2.0,RU,1689979558
571,ghadamis,30.1337,9.5007,34.24,12,0,5.27,LY,1689979559
572,trincomalee,8.5711,81.2335,27.32,77,100,9.96,LK,1689979559
573,hajjah,15.6943,43.6058,24.19,57,97,0.48,YE,1689979559
574,mandalgovi,45.7625,106.2708,16.18,74,98,4.71,MN,1689979559
575,cidreira,-30.1811,-50.2056,17.77,91,32,7.65,BR,1689979559
576,caleta de carquin,-11.0925,-77.6267,20.24,79,14,4.55,PE,1689979560
577,yulinshi,38.2906,109.7494,21.25,60,2,4.11,CN,1689979560
578,galesong,-5.3166,119.3661,23.01,81,9,4.4,ID,1689979560
579,chibougamau,49.9168,-74.3659,16.79,88,100,2.38,CA,1689979401
580,antsiranana,-12.2787,49.2917,23.18,70,78,8.31,MG,1689979560
581,udayagiri,20.1333,84.3833,22.39,97,93,0.24,IN,1689979561
